result,answer,code,id,query,img_path,possible_answers
None,glass,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""glasses"");return t[0].llm_query(""What is the material of the glasses?"",!1)}']",201996813,What are the glasses made of?,/root/Datasets/./images/n250715.jpg,[]
None,dog,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""couch"");return t[0].llm_query(""What animal is this?"",!1)}']",202060122,What animal is the couch behind of?,/root/Datasets/./images/n14087.jpg,[]
None,black,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""device"");return t[0].simple_query(""What is the color?"")}']",201067797,What is the color of the device that is on the left of the photo?,/root/Datasets/./images/n367944.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""knife"");const n=e.find(""man"");return bool_to_yesno(t[0].right>n[0].right)}']",20394919,Is the knife to the right of a man?,/root/Datasets/./images/n369313.jpg,[]
None,monitor,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""keyboard"");const n=t[0].upper;const r=e.find(""device"");const i=r.filter(d=>d.lower>n);return i[0]}']",201497916,What device is above the keyboard?,/root/Datasets/./images/n315887.jpg,[]
None,resting,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""man"");const n=e.find(""glasses"");const r=n[0].left;const o=t.filter(i=>i.left<r);return o[0].simple_query(""What is the man doing?"")}']",20303081,What is the man to the left of the glasses doing?,/root/Datasets/./images/n318684.jpg,[]
None,plastic,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""phone"");return t[0].llm_query(""What is the phone made of?"",!1)}']",201498727,What is the phone made of?,/root/Datasets/./images/n315887.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""red fire truck"");return bool_to_yesno(t.length>0)}']",201873473,Are there any red fire trucks?,/root/Datasets/./images/n309148.jpg,[]
None,cars,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""vehicle"");return t[0].best_text_match([""car"",""truck"",""bus"",""motorcycle""])}']",20300425,Which kind of vehicle is waiting for the traffic light?,/root/Datasets/./images/n208302.jpg,[]
None,cars,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""traffic light"");const n=e.find(""vehicle"");const r=e.find(""waiting"");const i=e.find(""stopped"");const s=e.find(""moving"");const o=e.find(""parked"");const u=e.find(""turning"");const a=e.find(""pedestrian"");const f=e.find(""bicycle"");const l=e.find(""bus"");const c=e.find(""car"");const d=e.find(""truck"");const p=e.find(""motorcycle"");const h=e.find(""train"");const m=e.find(""boat"");const g=e.find(""airplane"");const v=e.find(""helicopter"");const y=e.find(""scooter"");const b=e.find(""moped"");const w=e.find(""unicycle"");const x=e.find(""skateboard"");const q=e.find(""snowmobile"");const z=e.find(""tank"");const j=e.find(""ambulance"");const k=e.find(""fire truck"");const e=e.find(""police car"");const t=e.find(""police officer"");const n=e.find(""firefighter"");const r=e.find(""construction vehicle"");const i=e.find(""construction equipment"");const s=e.find(""construction worker"");const o=e.find(""construction site"");const u=e.find(""construction barrier"");const a=e.find(""construction sign"");const f=e.find(""construction fence"");const l=e.find(""construction wall"");const c=e.find(""construction building"");const d=e.find(""construction road"");const p=e.find(""construction bridge"");const h=e.find(""construction tunnel"");const m=e.find(""construction railroad"");const g=e.find(""construction sign"");const v=e.find(""construction fence"");const y=e.find(""construction wall"");const b=e.find(""construction building"");const w=e.find(""construction road"");']",20300424,What kind of vehicle is waiting for the traffic light?,/root/Datasets/./images/n208302.jpg,[]
None,blue,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""electronic device"");return t[0].llm_query(""What is the color of the electronic device?"",!1)}']",20899558,The electronic device to the left of the notebook has what color?,/root/Datasets/./images/n403734.jpg,[]
None,cars,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""vehicle"");const n=e.find(""road"");const o=e.find(""sidewalk"");const r=t.filter(t=>t.left>o[0].left&&t.right<n[0].right);return r.map(t=>t.simple_query(""What is this vehicle?""))}']",20300420,What are the vehicles above the road near the side walk?,/root/Datasets/./images/n208302.jpg,[]
None,cars,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""traffic light"");const n=t[0];const r=n.llm_query(""What is waiting for the traffic light?"",!0);return r}']",20300423,What is waiting for the traffic light?,/root/Datasets/./images/n208302.jpg,[]
None,luggage,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""table"");const n=e.find(""yellow and black"");const r=e.find(""sitting in front of"");const i=e.find(""table"");const s=e.find(""yellow and black"");const o=e.find(""sitting in front of"");const u=e.find(""table"");const a=e.find(""yellow and black"");const f=e.find(""sitting in front of"");const l=e.find(""table"");const c=e.find(""yellow and black"");const h=e.find(""sitting in front of"");const p=e.find(""table"");const d=e.find(""yellow and black"");const v=e.find(""sitting in front of"");const m=e.find(""table"");const g=e.find(""yellow and black"");const y=e.find(""sitting in front of"");const b=e.find(""table"");const w=e.find(""yellow and black"");const x=e.find(""sitting in front of"");const k=e.find(""table"");const j=e.find(""yellow and black"");const q=e.find(""sitting in front of"");const z=e.find(""table"");const e=e.find(""yellow and black"");const t=e.find(""sitting in front of"");return e}']",20836565,What is sitting in front of the table that looks yellow and black?,/root/Datasets/./images/n507959.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""toothbrush""),n=e.find(""mat"");return bool_to_yesno(t.length&&n.length)}']",201947624,Are there both toothbrushes and mats in this picture?,/root/Datasets/./images/n473688.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""soap dish""),n=e.find(""soap dispenser"");return bool_to_yesno(t[0].left>n[0].right)}']",201947620,Is the soap dish to the right of the soap dispenser?,/root/Datasets/./images/n473688.jpg,[]
None,traffic light,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""parked vehicle"");return t[0].llm_query(""What is the parked vehicle waiting for?"",!1)}']",20300428,The parked vehicles are waiting for what?,/root/Datasets/./images/n208302.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""shorts"");return bool_to_yesno(t[0].verify_property(""shorts"",""large"")&&t[0].verify_property(""shorts"",""blue""))}']",201504960,Are the shorts large and blue?,/root/Datasets/./images/n298104.jpg,[]
None,countertop,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""chrome"");return t[0].llm_query(""What is the name of the object?"",!1)}']",201947591,The soap dispenser made of chrome is sitting on what?,/root/Datasets/./images/n473688.jpg,[]
None,white,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""serving tray"");return t[0].llm_query(""What is the color of the serving tray?"",!1)}']",20177575,What color is the serving tray that looks rectangular?,/root/Datasets/./images/n55058.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""device"");return bool_to_yesno(t[0].verify_property(""device"",""black""))}']",20381557,Does the device under the picture frame look black?,/root/Datasets/./images/n398257.jpg,[]
None,cloth,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""trousers"");return t[0].llm_query(""What material are the trousers made of?"",!1)}']",201982068,"Which material are the trousers made of, cloth or leather?",/root/Datasets/./images/n526228.jpg,[]
None,black and white,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""pen"");return t[0].llm_query(""What is the color of the pen?"",!1)}']",201370428,"How do the pens look, colorful or black and white?",/root/Datasets/./images/n351318.jpg,[]
None,man,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""jacket"");return t[0].llm_query(""Who is the person wearing this jacket?"",!1)}']",201878325,Who is the jacket worn around?,/root/Datasets/./images/n342511.jpg,[]
None,right,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""pen"");return t[0].left<e.width/2?""left"":""right""}']",201370422,On which side of the picture are the pens?,/root/Datasets/./images/n351318.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);return e.exists(""ski"")?""yes"":""no""}']",2075709,Do you see any skis?,/root/Datasets/./images/n315859.jpg,[]
None,table,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""lady"");const n=t[0].right;const r=e.crop(n,0,n+1,image.height);const i=r.find(""item of furniture"");return i[0].simple_query(""What is this?"")}']",201896034,What is the item of furniture to the right of the lady that is looking down at the cake called?,/root/Datasets/./images/n111390.jpg,[]
None,blond,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""man"");const n=e.find(""performer"");const r=t[0].left<n[0].left;return bool_to_yesno(r)}']",201065497,Is the man to the left of the performer brunette or blond?,/root/Datasets/./images/n429883.jpg,[]
None,no,"[' function execute_command(image){const imagePatch=new ImagePatch(image);const phonePatches=imagePatch.find(""cell phone"");const deskPatches=imagePatch.find(""desk"");const phonePatch=phonePatches[0];const deskPatch=deskPatches[0];return bool_to_yesno(phonePatch.overlaps_with(deskPatch))}']",20857175,Is the cell phone lying on top of a desk?,/root/Datasets/./images/n293477.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""plastic helmet"");const n=e.find(""woman"");return bool_to_yesno(t[0].left<n[0].left)}']",20648122,Is the plastic helmet to the left of a woman?,/root/Datasets/./images/n471866.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""utensil"");const n=t[0];return bool_to_yesno(n.verify_property(""black"")&&n.verify_property(""small""))}']",20636999,Does the utensil beside the pan have black color and small size?,/root/Datasets/./images/n184385.jpg,[]
None,child,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""person"");for(const n of t){if(n.verify_property(""person"",""wearing jeans"")){return n.simple_query(""Who is wearing jeans?"")}}}']",20258752,Who is wearing jeans?,/root/Datasets/./images/n204894.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""ball"");const n=t[0];const r=n.find(""ball"");const i=r[0];const s=i.left;const o=i.right;const u=i.upper;const a=i.lower;const l=e.find(""light"");const c=l[0];const m=c.left;const d=c.right;const p=c.upper;const f=c.lower;const h=s<m&&o>d&&u<p&&a>f;return bool_to_yesno(h)}']",201156466,Do the balls to the left of the other ball look light?,/root/Datasets/./images/n146522.jpg,[]
None,male,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""swimsuit"");return t[0].llm_query(""What is the gender of the swimsuit?"",!1)}']",201885557,What gender is the swimsuit?,/root/Datasets/./images/n222297.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""toaster"");const n=e.find(""refrigerator"");return bool_to_yesno(t[0].left>n[0].right)}']",202081210,Is the toaster to the right of a refrigerator?,/root/Datasets/./images/n314630.jpg,[]
None,lush,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""tree"");return bool_to_yesno(t[0].llm_query(""Are the trees on the field bare or lush?""))}']",20117834,Are the trees on the field bare or lush?,/root/Datasets/./images/n494677.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const n=e.find(""net"");const m=e.find(""man"");return bool_to_yesno(n[0].overlaps_with(m[0]))}']",201438286,Is the net in front of the man?,/root/Datasets/./images/n66756.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);return e.llm_query(""What is the weather like?"",!1)}']",20117781,Is the weather cloudy?,/root/Datasets/./images/n494677.jpg,[]
None,color,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""door"");const n=e.find(""kitten"");return bool_to_yesno(t[0].verify_property(""door"",""white"")&&n[0].verify_property(""kitten"",""white""))}']",201756501,What is common to the door and the kitten?,/root/Datasets/./images/n567860.jpg,[]
